Series,Sa2_main11,GCCSA_Name,LGA_NAME_2013,SA4_Name,SA3_Name,SA2_Name,CODE_1,Name_1,Code_2,Name_2,SC2_2011,SC2_2013,SC2_2016,SC2_2021,SC2_2026,SC2_2031,SC2_2036,SC2_2041
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,A,"Agriculture, Forestry and Fishing",1,Agriculture,11.95903055,16.71741907,17.39270342,17.61013973,20.19192171,22.13016049,22.82124196,23.34806165
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,A,"Agriculture, Forestry and Fishing",2,Aquaculture,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,A,"Agriculture, Forestry and Fishing",3,Forestry and Logging,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,A,"Agriculture, Forestry and Fishing",4,"Fishing, Hunting and Trapping",0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,A,"Agriculture, Forestry and Fishing",5,"Agriculture, Forestry and Fishing Support Services",0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,B,Mining,6,Coal Mining,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,B,Mining,7,Oil and Gas Extraction,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,B,Mining,8,Metal Ore Mining,37.4021686,41.32566278,44.99637458,53.65481897,26.3999619,26.57197343,26.05946281,24.94792956
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,B,Mining,9,Non-Metallic Mineral Mining and Quarrying,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,B,Mining,10,Exploration and Other Mining Support Services,13.33535806,13.56712801,13.47106864,9.817110683,41.6338168,42.60457758,42.34358331,40.96955289
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,11,Food Product Manufacturing,15.52104813,13.42887581,14.11034878,15.26856643,18.50269446,16.20272005,15.06946401,13.22521936
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,12,Beverage and Tobacco Product Manufacturing,8.325993761,7.917291929,9.15401349,9.592904442,14.57146814,15.20386739,16.17568609,13.21623074
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,13,"Textile, Leather, Clothing and Footwear Manufacturing",49.17378801,41.77627277,38.58899,33.83624569,39.10744702,35.85394236,32.55294434,26.33288452
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,14,Wood Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,15,"Pulp, Paper and Converted Paper Product Manufacturing",4.048213456,3.70062305,3.660763355,2.722796717,2.800888849,2.321069613,1.951547172,1.677190128
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,16,Printing (including the Reproduction of Recorded Media),38.62234631,32.907426,29.50509598,21.97612702,19.78763911,31.05102535,28.04531164,24.14109258
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,17,Petroleum and Coal Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,18,Basic Chemical and Chemical Product Manufacturing,26.80646958,23.78094202,24.6540656,21.41575932,25.22681449,28.30723692,29.9845683,30.66608721
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,19,Polymer Product and Rubber Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,20,Non-Metallic Mineral Product Manufacturing,12.85235611,10.79978829,10.13451838,9.020949538,7.507768906,6.45254305,6.237599408,5.856435942
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,21,Primary Metal and Metal Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,22,Fabricated Metal Product Manufacturing,9.954237294,8.849172042,9.093456077,9.997582159,10.36417029,10.58513791,10.34600752,13.15153043
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,23,Transport Equipment Manufacturing,28.91950986,25.30673657,22.4826681,20.10873,16.57045028,11.75501583,22.70596899,23.29595717
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,24,Machinery and Equipment Manufacturing,73.59648857,69.70462686,76.55058398,84.42880187,98.51287557,105.3462977,103.0107579,96.82357029
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,C,Manufacturing,25,Furniture and Other Manufacturing,22.34939568,20.3760275,19.61790633,17.40991101,15.8295832,12.67931371,10.59714399,19.37647528
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,D,"Electricity, Gas, Water and Waste Services",26,Electricity Supply,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,D,"Electricity, Gas, Water and Waste Services",27,Gas Supply,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,D,"Electricity, Gas, Water and Waste Services",28,"Water Supply, Sewerage and Drainage Services",13.69419302,14.48341247,16.90711372,20.18780495,25.02926459,28.75752402,30.93115802,32.28803409
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,D,"Electricity, Gas, Water and Waste Services",29,"Waste Collection, Treatment and Disposal Services",0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,E,Construction,30,Building Construction,140.1055638,124.6092342,121.2877947,109.9976089,116.0850922,116.2824568,134.7147947,173.1368846
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,E,Construction,31,Heavy and Civil Engineering Construction,23.68036721,21.98237843,21.91960157,21.87609967,24.80656655,25.57228837,28.85886964,40.69864996
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,E,Construction,32,Construction Services,628.4737921,555.7376481,541.9171084,528.3068839,583.4710339,608.3198131,721.8069182,867.4624909
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,F,Wholesale Trade,33,Basic Material Wholesaling,58.7555583,54.96747455,54.38708192,52.40513427,53.58296674,52.27196387,50.8285185,54.49686633
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,F,Wholesale Trade,34,Machinery and Equipment Wholesaling,95.58760968,89.83305143,88.94273505,68.3618154,84.69173452,81.43435738,78.30307203,37.14944753
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,F,Wholesale Trade,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,23.09761725,21.17359099,21.03535552,14.75845573,13.74851317,16.61114471,17.57332308,105.753264
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",19.47772599,18.95852776,19.59580836,16.7437555,18.22533808,19.98361609,21.14582513,9.919348628
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,F,Wholesale Trade,37,Other Goods Wholesaling,70.21634104,65.59350302,65.07313944,83.72520713,72.92189302,74.04879491,74.34968363,31.04212175
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,F,Wholesale Trade,38,Commission-Based Wholesaling,6.452397484,5.235682124,4.203060721,5.448543273,2.939219925,5.261081512,5.286595905,4.22592818
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,G,Retail Trade,39,Motor Vehicle and Motor Vehicle Parts Retailing,154.2891394,142.7947592,141.2628935,138.2495385,134.8172276,135.6479235,135.4816716,73.65063734
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,G,Retail Trade,40,Fuel Retailing,6.099798479,5.492512625,4.871532333,3.582748425,5.341198179,4.501759494,4.051118906,4.330820027
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,G,Retail Trade,41,Food Retailing,34.01635344,31.43377733,30.99904161,26.78371534,26.24142459,26.57468911,26.5604631,37.71827671
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,G,Retail Trade,42,Other Store-Based Retailing,362.512259,335.8747036,341.8200191,340.7246456,363.6271624,393.4845242,401.6255526,454.7384835
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,G,Retail Trade,43,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,H,Accommodation and Food Services,44,Accommodation,27.91601758,25.57679023,25.39081139,23.3535145,25.20514274,26.86198986,27.43056559,26.43427473
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,H,Accommodation and Food Services,45,Food and Beverage Services,512.4883382,473.9462649,479.9280094,478.3912236,505.2477327,552.5093884,567.9317662,582.9464075
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,I,"Transport, Postal and Warehousing",46,Road Transport,164.3675754,140.6234996,142.4303635,95.86028272,102.5413657,108.2908476,109.4619809,113.4411363
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,I,"Transport, Postal and Warehousing",47,Rail Transport,30.68659065,23.76688038,22.00901535,37.83954689,38.82425197,40.558699,39.85269675,41.98656084
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,I,"Transport, Postal and Warehousing",48,Water Transport,7.667883582,6.747935025,6.924314776,10.63350036,11.11224332,10.99839825,10.79715365,9.152901022
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,I,"Transport, Postal and Warehousing",49,Air and Space Transport,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,I,"Transport, Postal and Warehousing",50,Other Transport,10.33330928,8.250181194,7.912548417,9.019236921,9.831111298,10.74191869,11.41239445,20.5715485
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,I,"Transport, Postal and Warehousing",51,Postal and Courier Pick-up and Delivery Services,73.70143918,61.25074488,61.50609484,95.38972739,112.477321,123.6795693,127.4793578,69.27679018
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,I,"Transport, Postal and Warehousing",52,Transport Support Services,70.14572529,60.26106999,62.64076595,64.06036199,68.99947038,77.99190757,81.48937556,128.3258544
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,I,"Transport, Postal and Warehousing",53,Warehousing and Storage Services,8.206521298,7.350065348,7.888763591,6.800669787,6.877232754,7.278285625,7.292651118,13.44474703
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,J,Information Media and Telecommunications,54,Publishing (except Internet and Music Publishing),4.66212515,2.827634479,2.567086665,4.929285845,4.676259556,4.765751968,4.67025377,5.351608136
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,J,Information Media and Telecommunications,55,Motion Picture and Sound Recording Activities,20.37124828,14.57711299,14.56809091,10.91331333,11.20902999,12.27807566,12.89685001,5.725435743
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,J,Information Media and Telecommunications,56,Broadcasting (except Internet),19.60918447,12.43711635,12.02932253,27.55391737,25.48098035,25.55072275,24.73327054,20.8369257
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,J,Information Media and Telecommunications,57,Internet Publishing and Broadcasting,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,J,Information Media and Telecommunications,58,Telecommunications Services,94.25431134,62.64980124,60.35621249,41.98203265,43.89522547,46.18789005,46.17774163,55.6862409
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,J,Information Media and Telecommunications,59,"Internet Service Providers, Web Search Portals and Data Processing Services",3.909872114,2.537983658,2.330747028,1.742358218,2.163431,2.349099338,2.814071009,2.828489445
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,J,Information Media and Telecommunications,60,Library and Other Information Services,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,K,Financial and Insurance Services,62,Finance,20.06202594,17.10962395,16.36192807,14.45856636,13.29918462,13.26186681,12.17070909,12.28635143
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,K,Financial and Insurance Services,63,Insurance and Superannuation Funds,8.917233189,8.202586771,8.65506691,7.846041344,7.698805103,7.925417397,7.197989802,6.375642145
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,K,Financial and Insurance Services,64,Auxiliary Finance and Insurance Services,29.88556013,27.42443644,29.36995257,33.87009848,36.13876126,39.13207231,36.85303497,33.05202714
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,L,"Rental, Hiring and Real Estate Services",66,Rental and Hiring Services (except Real Estate),0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,L,"Rental, Hiring and Real Estate Services",67,Property Operators and Real Estate Services,46.79118458,44.41862052,47.12433222,50.2086276,57.67076303,62.58254425,70.75297164,81.27748343
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",334.8000317,302.3879301,301.5762073,256.668718,245.0267227,255.6488013,257.3075927,245.4569043
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,M,"Professional, Scientific and Technical Services",70,Computer System Design and Related Services,164.854657,153.2357244,163.082763,217.7278813,256.105075,300.3870866,319.838036,353.9655333
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,N,Administrative and Support Services,72,Administrative Services,49.75607699,45.77801793,47.59914679,37.01736701,35.98325679,45.42736166,48.46323928,47.23982521
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,N,Administrative and Support Services,73,"Building Cleaning, Pest Control and Other Support Services",117.9187597,106.632934,107.184197,117.7874772,128.6460876,136.6934152,138.8378628,144.7593113
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,O,Public Administration and Safety,75,Public Administration,31.37661388,28.48881627,27.9955649,25.47376552,24.33075263,24.47545773,24.26239355,23.40956131
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,O,Public Administration and Safety,76,Defence,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,O,Public Administration and Safety,77,"Public Order, Safety and Regulatory Services",97.92514126,86.06352009,85.99824422,86.79788642,89.31288647,95.51338373,98.9937753,103.8838999
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,P,Education and Training,80,Preschool and School Education,158.8070269,134.3781559,142.2209913,163.3231488,192.1614408,219.1791628,234.0552052,263.7807037
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,P,Education and Training,81,Tertiary Education,11.72648858,9.814657534,10.63082349,11.38032838,14.87588709,19.6399771,22.65155705,30.51628452
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,P,Education and Training,82,"Adult, Community and Other Education",109.7166741,89.94002552,93.46333464,101.7306488,129.2048055,164.738327,189.8188888,206.699737
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,Q,Health Care and Social Assistance,84,Hospitals,0,0,0,0,0,0,0,0
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,Q,Health Care and Social Assistance,85,Medical and Other Health Care Services,96.41127359,88.22320192,104.3402603,140.8755088,183.7384377,219.9964227,261.5614838,313.212904
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,Q,Health Care and Social Assistance,86,Residential Care Services,14.63231511,12.9064609,15.30896257,23.18285937,34.84125118,47.79023951,62.51927843,80.79215602
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,Q,Health Care and Social Assistance,87,Social Assistance Services,23.16804321,20.94605757,24.85602259,35.020796,47.16543646,57.82464501,69.39713482,83.19854125
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,R,Arts and Recreation Services,89,Heritage Activities,7.018385677,6.395304394,6.459767246,6.208566301,6.696042043,7.889232549,8.358231499,8.732786231
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,R,Arts and Recreation Services,90,Creative and Performing Arts Activities,27.00559998,24.20572974,24.73784789,24.66761025,28.29243672,35.183238,38.11303602,41.15453041
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,R,Arts and Recreation Services,91,Sports and Recreation Activities,213.7774156,190.4454726,196.8936281,159.063265,182.5556821,213.8356764,225.7069687,245.3169129
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,R,Arts and Recreation Services,92,Gambling Activities,605.2529106,546.3180469,541.1517376,567.9141394,569.9248757,597.0949766,597.4725372,591.2224799
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,S,Other Services,94,Repair and Maintenance,223.9320169,205.9997766,209.4271995,133.874182,137.4862847,163.4840114,165.5542164,139.0823683
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,S,Other Services,95,Personal and Other Services,75.90607792,72.06418866,72.54028812,148.6993901,160.0069353,158.6562423,159.2427954,185.6061477
POW,305031119,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Albion,S,Other Services,96,Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,A,"Agriculture, Forestry and Fishing",1,Agriculture,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,A,"Agriculture, Forestry and Fishing",2,Aquaculture,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,A,"Agriculture, Forestry and Fishing",3,Forestry and Logging,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,A,"Agriculture, Forestry and Fishing",4,"Fishing, Hunting and Trapping",0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,A,"Agriculture, Forestry and Fishing",5,"Agriculture, Forestry and Fishing Support Services",0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,B,Mining,6,Coal Mining,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,B,Mining,7,Oil and Gas Extraction,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,B,Mining,8,Metal Ore Mining,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,B,Mining,9,Non-Metallic Mineral Mining and Quarrying,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,B,Mining,10,Exploration and Other Mining Support Services,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,11,Food Product Manufacturing,33.26601225,39.35665161,42.91108834,50.2740671,62.44370878,67.54690202,70.87879042,67.44560507
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,12,Beverage and Tobacco Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,13,"Textile, Leather, Clothing and Footwear Manufacturing",17.74563789,20.36995425,18.48367541,17.16444825,11.53424199,9.664561238,9.344992074,11.53023798
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,14,Wood Product Manufacturing,4.873262422,5.576582502,5.510613347,3.492373152,3.946570852,3.653141066,3.798370422,5.945647968
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,15,"Pulp, Paper and Converted Paper Product Manufacturing",0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,16,Printing (including the Reproduction of Recorded Media),0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,17,Petroleum and Coal Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,18,Basic Chemical and Chemical Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,19,Polymer Product and Rubber Product Manufacturing,3.390121466,4.044892151,3.9633801,2.426422111,2.419547541,1.9971905,1.989920762,2.731748238
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,20,Non-Metallic Mineral Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,21,Primary Metal and Metal Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,22,Fabricated Metal Product Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,23,Transport Equipment Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,24,Machinery and Equipment Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,C,Manufacturing,25,Furniture and Other Manufacturing,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,D,"Electricity, Gas, Water and Waste Services",26,Electricity Supply,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,D,"Electricity, Gas, Water and Waste Services",27,Gas Supply,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,D,"Electricity, Gas, Water and Waste Services",28,"Water Supply, Sewerage and Drainage Services",0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,D,"Electricity, Gas, Water and Waste Services",29,"Waste Collection, Treatment and Disposal Services",0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,E,Construction,30,Building Construction,20.88281027,24.0828665,23.20391304,14.95940741,14.35227244,13.04536223,15.22546795,20.06229573
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,E,Construction,31,Heavy and Civil Engineering Construction,3.090869092,3.691619715,3.609952036,4.868849298,5.026822727,4.742512174,4.98495445,5.685931808
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,E,Construction,32,Construction Services,91.8238896,105.2863176,102.9544491,97.05302983,98.51916851,95.44885705,109.2912725,126.8522895
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,F,Wholesale Trade,33,Basic Material Wholesaling,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,F,Wholesale Trade,34,Machinery and Equipment Wholesaling,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,F,Wholesale Trade,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,0,0,0,0,0,0,0,0
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",3.43639514,4.317653307,4.759523325,5.165663689,5.758879138,6.220595175,6.610240369,6.925520832
POW,305031120,Greater Brisbane,Brisbane (C),Brisbane Inner City,Brisbane Inner - North,Alderley,F,Wholesale Trade,37,Other Goods Wholesaling,6.519063278,7.925147221,8.444030112,9.355239329,10.29193582,10.84792118,11.42608184,11.72058509
